2022-05-20 23:06:39+00:00,b'RT @PMtshwene: Never have I ever \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\nSuch a stellar production \nWow\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n#BloodSistersNetflix \n#BloodSisters'
2022-05-20 23:02:20+00:00,b'Never have I ever \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\nSuch a stellar production \nWow\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n#BloodSistersNetflix \n#BloodSisters https://t.co/QG4SgseTmH'
2022-05-20 23:00:41+00:00,"b""RT @NetflixNaija: In Sarah's world, Kola makes all the decisions. What happens when she finally stands up for herself? #BloodSisters is now\xe2\x80\xa6"""
2022-05-20 22:58:32+00:00,"b'RT @ISWISPodcast: \xe2\x80\x9cTimeyin shoot her!\xe2\x80\x9d FK was all of us at the end of #BloodSisters. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\nThen Brother Blade, Ahn Ahn - Best in Assasin! \n\nHa\xe2\x80\xa6'"
2022-05-20 22:56:09+00:00,"b'RT @ISWISPodcast: \xe2\x80\x9cTimeyin shoot her!\xe2\x80\x9d FK was all of us at the end of #BloodSisters. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\nThen Brother Blade, Ahn Ahn - Best in Assasin! \n\nHa\xe2\x80\xa6'"
2022-05-20 22:52:29+00:00,b'RT @Officialglow_: #SaveTitilayoAyeni \n@mrmacaronii\n@nathanielblow\n@DavidOyedepoMin\n@pastorpoju @pastorbolaji\n@TIjogun @DunsinOyekan\n@drton\xe2\x80\xa6'
2022-05-20 22:52:07+00:00,b'Help me tell Nollywood say we no dey use voicemail for Nigeria. Make them no dey use am for them movies\n#Bloodsisters'
2022-05-20 22:47:39+00:00,"b'RT @freedompeaceee: Ptdr ta fille te dit qu\xe2\x80\x99elle veut plus se marier parce que son fianc\xc3\xa9 la bat, toi la maman tu lui r\xc3\xa9ponds \xc2\xab\xc2\xa0tu veux tou\xe2\x80\xa6'"
2022-05-20 22:16:25+00:00,b'RT @etoileismyname: Pur\xc3\xa9e imagine tu dis \xc3\xa0 ta m\xc3\xa8re que ton futur mari te bat et elle te dit que tu dois absolument te marier quand m\xc3\xaame ??\xe2\x80\xa6'
2022-05-20 22:15:57+00:00,"b'RT @freedompeaceee: Ptdr ta fille te dit qu\xe2\x80\x99elle veut plus se marier parce que son fianc\xc3\xa9 la bat, toi la maman tu lui r\xc3\xa9ponds \xc2\xab\xc2\xa0tu veux tou\xe2\x80\xa6'"
